Accesion,Length,Hit_identity,Hit_score,E-value,Definition,EC number
WP_212482802,957,693,1458.74,0,formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|MBR0817044.1| formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense],1.17.1.9
MAL77801,961,697,1458.35,0,formate dehydrogenase subunit alpha [Sneathiella sp.],1.17.1.9
WP_172339627,955,703,1458.35,0,formate dehydrogenase subunit alpha [Novosphingobium sp. SG751A] >gb|NOW45086.1| formate dehydrogenase major subunit [Novosphingobium sp. SG751A],1.17.1.9
WP_212019044,958,692,1458.35,0,formate dehydrogenase subunit alpha [Bradyrhizobium tropiciagri] >gb|MBR0898243.1| formate dehydrogenase subunit alpha [Bradyrhizobium tropiciagri],1.17.1.9
WP_055846113,948,694,1458.35,0,formate dehydrogenase subunit alpha [Aurantimonas sp. Leaf443] >gb|KQT85732.1| formate dehydrogenase [Aurantimonas sp. Leaf443],1.17.1.9
WP_194388369,957,698,1457.97,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. CCBAU 51765] >gb|QOZ10755.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. CCBAU 51765],1.17.1.9
WP_200517014,957,691,1457.97,0,formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens] >gb|MBK3664350.1| formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens],1.17.1.9
WP_063699475,957,693,1457.97,0,formate dehydrogenase subunit alpha [Bradyrhizobium centrolobii] >gb|OAF10498.1| formate dehydrogenase [Bradyrhizobium centrolobii],1.17.1.9
WP_018388538,951,692,1457.97,0,formate dehydrogenase subunit alpha [Ancylobacter sp. FA202],1.17.1.9
WP_029012878,953,696,1457.58,0,formate dehydrogenase subunit alpha [Niveispirillum irakense],1.17.1.9
BCF34252,957,696,1457.58,0,formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens],1.17.1.9
WP_128918988,957,697,1457.58,0,formate dehydrogenase subunit alpha [Bradyrhizobium nanningense] >gb|RXH27829.1| formate dehydrogenase [Bradyrhizobium nanningense] >gb|RXH34197.1| formate dehydrogenase [Bradyrhizobium nanningense],1.17.1.9
MBX3520513,957,686,1457.2,0,formate dehydrogenase subunit alpha [Xanthobacteraceae bacterium],1.17.1.9
WP_197311327,958,688,1457.2,0,formate dehydrogenase subunit alpha [Methylobrevis albus] >gb|MBH0238241.1| formate dehydrogenase subunit alpha [Methylobrevis albus],1.17.1.9
WP_211981184,958,692,1457.2,0,formate dehydrogenase subunit alpha [Bradyrhizobium tropiciagri] >gb|MBR0868797.1| formate dehydrogenase subunit alpha [Bradyrhizobium tropiciagri],1.17.1.9
WP_212233650,957,693,1457.2,0,formate dehydrogenase subunit alpha [Bradyrhizobium manausense] >gb|MBR1087235.1| formate dehydrogenase subunit alpha [Bradyrhizobium manausense],1.17.1.9
WP_066503281,958,692,1457.2,0,formate dehydrogenase subunit alpha [Bradyrhizobium macuxiense] >gb|KWV58561.1| formate dehydrogenase [Bradyrhizobium macuxiense],1.17.1.9
TIL74455,958,703,1457.2,0,formate dehydrogenase subunit alpha [Mesorhizobium sp.] >gb|TIL92459.1| formate dehydrogenase subunit alpha [Mesorhizobium sp.] >gb|TIM03597.1| formate dehydrogenase subunit alpha [Mesorhizobium sp.],1.17.1.9
WP_072816143,958,694,1457.2,0,formate dehydrogenase subunit alpha [Bradyrhizobium erythrophlei] >emb|SHN62246.1| formate dehydrogenase alpha subunit [Bradyrhizobium erythrophlei],1.17.1.9
WP_027550510,957,696,1457.2,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. Cp5.3],1.17.1.9
WP_212369661,957,696,1456.43,0,formate dehydrogenase subunit alpha [Bradyrhizobium japonicum] >gb|MBR0956278.1| formate dehydrogenase subunit alpha [Bradyrhizobium japonicum],1.17.1.9
WP_135215013,957,692,1456.43,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Bradyrhizobium] >gb|MCA0862364.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. 144S4] >gb|TFW59915.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. MOS001] >gb|UEM15955.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. 144S4],1.17.1.9
WP_197965200,957,696,1456.43,0,formate dehydrogenase subunit alpha [Bradyrhizobium diversitatis] >gb|MBH5385618.1| formate dehydrogenase subunit alpha [Bradyrhizobium diversitatis],1.17.1.9
WP_188070770,954,704,1456.43,0,formate dehydrogenase subunit alpha [Sphingobium jiangsuense] >gb|MBB3925236.1| formate dehydrogenase major subunit [Sphingobium jiangsuense],1.17.1.9
WP_038970593,957,694,1456.43,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. CCBAU 15635],1.17.1.9
WP_063984539,957,691,1456.43,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp.] >emb|CUU20259.1| NADdependent formate dehydrogenase alpha subunit CDS [Bradyrhizobium sp.],1.17.1.9
WP_146687451,958,693,1456.04,0,formate dehydrogenase subunit alpha [Bradyrhizobium canariense] >emb|SDS58242.1| formate dehydrogenase alpha subunit [Bradyrhizobium canariense],1.17.1.9
WP_115691380,958,686,1456.04,0,formate dehydrogenase subunit alpha [Pseudolabrys taiwanensis] >gb|AXK81095.1| formate dehydrogenase subunit alpha [Pseudolabrys taiwanensis],1.17.1.9
WP_095426475,957,694,1456.04,0,formate dehydrogenase subunit alpha [Bradyrhizobium ottawaense] >gb|AWL97241.1| formate dehydrogenase subunit alpha [Bradyrhizobium ottawaense],1.17.1.9
WP_195789184,958,694,1456.04,0,formate dehydrogenase subunit alpha [Bradyrhizobium genosp. L] >gb|QPF87156.1| formate dehydrogenase subunit alpha [Bradyrhizobium genosp. L],1.17.1.9
WP_061020038,961,698,1456.04,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. CCH5-F6],1.17.1.9
WP_092217109,957,692,1456.04,0,formate dehydrogenase subunit alpha [Bradyrhizobium arachidis] >gb|QOZ67840.1| formate dehydrogenase subunit alpha [Bradyrhizobium arachidis] >emb|SFV10530.1| formate dehydrogenase alpha subunit [Bradyrhizobium arachidis],1.17.1.9
WP_212067114,957,696,1456.04,0,formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens] >gb|MBR0928067.1| formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens],1.17.1.9
WP_061883327,961,698,1456.04,0,formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|KYK43411.1| formate dehydrogenase [Bradyrhizobium liaoningense],1.17.1.9
WP_027521260,957,692,1456.04,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. Ec3.3],1.17.1.9
WP_135168192,957,696,1455.66,0,formate dehydrogenase subunit alpha [Bradyrhizobium frederickii] >gb|TFV41537.1| formate dehydrogenase subunit alpha [Bradyrhizobium frederickii],1.17.1.9
WP_057851050,957,691,1455.66,0,formate dehydrogenase subunit alpha [Bradyrhizobium valentinum] >gb|KRR06995.1| formate dehydrogenase [Bradyrhizobium valentinum],1.17.1.9
WP_211417601,957,697,1455.66,0,formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens] >gb|MBR0701502.1| formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens] >gb|MBR0769927.1| formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens],1.17.1.9
WP_157328888,957,696,1455.27,0,formate dehydrogenase subunit alpha [Bradyrhizobium cajani] >gb|MVT72863.1| formate dehydrogenase subunit alpha [Bradyrhizobium cajani],1.17.1.9
WP_160745302,949,690,1455.27,0,formate dehydrogenase subunit alpha [Croceibacterium soli] >gb|MXP40473.1| formate dehydrogenase subunit alpha [Croceibacterium soli],1.17.1.9
WP_094896138,957,695,1455.27,0,formate dehydrogenase subunit alpha [Bradyrhizobium amphicarpaeae] >gb|AWM00368.1| formate dehydrogenase subunit alpha [Bradyrhizobium amphicarpaeae],1.17.1.9
WP_092296601,957,693,1455.27,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. Ghvi] >emb|SFP10840.1| formate dehydrogenase alpha subunit [Bradyrhizobium sp. Ghvi],1.17.1.9
WP_027558827,957,692,1455.27,0,MULTISPECIES: formate dehydrogenase subunit alpha [Bradyrhizobium] >gb|QOG20160.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. SEMIA],1.17.1.9
WP_014496687,957,691,1455.27,0,formate dehydrogenase subunit alpha [Bradyrhizobium japonicum] >gb|AHY51946.1| formate dehydrogenase alpha subunit [Bradyrhizobium japonicum SEMIA 5079] >gb|AJA64444.1| formate dehydrogenase [Bradyrhizobium japonicum] >gb|KMJ93995.1| formate dehydrogenase [Bradyrhizobium japonicum] >gb|MBR0727262.1| formate dehydrogenase subunit alpha [Bradyrhizobium japonicum] >gb|MBR0761205.1| formate dehydrogenase subunit alpha [Bradyrhizobium japonicum],1.17.1.9
WP_091953073,957,694,1455.27,0,formate dehydrogenase subunit alpha [Bradyrhizobium shewense] >emb|SCB11745.1| formate dehydrogenase alpha subunit [Bradyrhizobium shewense],1.17.1.9
WP_028143017,957,694,1455.27,0,MULTISPECIES: formate dehydrogenase subunit alpha [Bradyrhizobium] >gb|MBR1289694.1| formate dehydrogenase subunit alpha [Bradyrhizobium ottawaense] >dbj|BBO05080.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. SG09],1.17.1.9
WP_128952779,957,693,1455.27,0,formate dehydrogenase subunit alpha [Bradyrhizobium guangzhouense] >gb|QAU48022.1| formate dehydrogenase subunit alpha [Bradyrhizobium guangzhouense] >gb|RXH14580.1| formate dehydrogenase subunit alpha [Bradyrhizobium guangzhouense],1.17.1.9
WP_194407206,957,695,1454.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. CCBAU 53351] >gb|QOZ76126.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. CCBAU 53351],1.17.1.9
QYK46225,957,687,1454.88,0,MAG: formate dehydrogenase subunit alpha [Xanthobacteraceae bacterium],1.17.1.9
WP_148773994,957,692,1454.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium rifense] >gb|TYL93649.1| formate dehydrogenase subunit alpha [Bradyrhizobium rifense],1.17.1.9
WP_212444119,961,692,1454.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium manausense] >gb|MBR0832594.1| formate dehydrogenase subunit alpha [Bradyrhizobium manausense],1.17.1.9
WP_128934921,957,694,1454.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium zhanjiangense] >gb|RXH01974.1| formate dehydrogenase subunit alpha [Bradyrhizobium zhanjiangense],1.17.1.9
WP_084807298,957,691,1454.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. NAS80.1] >gb|OKO83497.1| formate dehydrogenase [Bradyrhizobium sp. NAS80.1],1.17.1.9
WP_139482412,958,689,1454.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium ivorense] >emb|VIO71781.1| Putative formate dehydrogenase [Bradyrhizobium ivorense],1.17.1.9
WP_128959288,957,693,1454.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium guangzhouense] >gb|RXH20158.1| formate dehydrogenase subunit alpha [Bradyrhizobium guangzhouense],1.17.1.9
WP_212501175,958,695,1454.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium lablabi] >gb|MBR0694965.1| formate dehydrogenase subunit alpha [Bradyrhizobium lablabi],1.17.1.9
WP_044539923,958,696,1454.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. LTSP885] >gb|KJC42446.1| formate dehydrogenase [Bradyrhizobium sp. LTSP885],1.17.1.9
WP_212455595,957,691,1454.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium manausense] >gb|MBR0824097.1| formate dehydrogenase subunit alpha [Bradyrhizobium manausense],1.17.1.9
WP_152103255,957,694,1454.88,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. TM102] >dbj|BBO13779.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. TM102],1.17.1.9
WP_054107852,950,695,1454.5,0,formate dehydrogenase subunit alpha [Novosphingobium sp. AAP83] >gb|KPF91689.1| formate dehydrogenase [Novosphingobium sp. AAP83],1.17.1.9
WP_141935368,957,696,1454.5,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. UNPA324] >gb|TQF31376.1| formate dehydrogenase [Bradyrhizobium sp. UNPA324],1.17.1.9
WP_168602913,944,697,1454.5,0,formate dehydrogenase subunit alpha [Novosphingobium sp. SG707] >gb|NKI99715.1| formate dehydrogenase major subunit [Novosphingobium sp. SG707] >gb|NMN21094.1| formate dehydrogenase major subunit [Novosphingobium sp. SG900],1.17.1.9
WP_212476292,957,694,1454.5,0,formate dehydrogenase subunit alpha [Bradyrhizobium ottawaense] >gb|MBR1364530.1| formate dehydrogenase subunit alpha [Bradyrhizobium ottawaense],1.17.1.9
WP_128967265,957,692,1454.5,0,formate dehydrogenase subunit alpha [Bradyrhizobium guangdongense] >gb|QAU40629.1| formate dehydrogenase subunit alpha [Bradyrhizobium guangdongense] >gb|QOZ61690.1| formate dehydrogenase subunit alpha [Bradyrhizobium guangdongense] >dbj|GGI22060.1| formate dehydrogenase subunit alpha [Bradyrhizobium guangdongense],1.17.1.9
SEB82300,964,690,1454.5,0,formate dehydrogenase alpha subunit [Rhizobiales bacterium GAS188],1.17.1.9
WP_192250944,958,693,1454.11,0,formate dehydrogenase subunit alpha [Rhizobium sp. ARZ01] >gb|MBD9374867.1| formate dehydrogenase subunit alpha [Rhizobium sp. ARZ01],1.17.1.9
WP_183241109,957,695,1454.11,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. cir1] >gb|MBB4369151.1| formate dehydrogenase major subunit [Bradyrhizobium sp. cir1],1.17.1.9
WP_212429476,957,693,1454.11,0,formate dehydrogenase subunit alpha [Bradyrhizobium ottawaense] >gb|MBR1329979.1| formate dehydrogenase subunit alpha [Bradyrhizobium ottawaense] >gb|MBR1333101.1| formate dehydrogenase subunit alpha [Bradyrhizobium ottawaense],1.17.1.9
WP_038947108,957,694,1454.11,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. CCBAU 15544],1.17.1.9
WP_071915564,957,690,1454.11,0,formate dehydrogenase subunit alpha [Bradyrhizobium japonicum] >gb|APG13456.1| formate dehydrogenase subunit alpha [Bradyrhizobium japonicum],1.17.1.9
WP_090754078,959,708,1454.11,0,formate dehydrogenase subunit alpha [Paracoccus chinensis] >emb|SDK98165.1| formate dehydrogenase alpha subunit [Paracoccus chinensis],1.17.1.9
WP_108522634,957,691,1453.73,0,formate dehydrogenase subunit alpha [Bradyrhizobium algeriense],1.17.1.9
WP_212324252,957,687,1453.73,0,formate dehydrogenase subunit alpha [Bradyrhizobium manausense] >gb|MBR0788253.1| formate dehydrogenase subunit alpha [Bradyrhizobium manausense],1.17.1.9
MBB5307118,950,697,1453.73,0,formate dehydrogenase major subunit [Novosphingobium sp. R1F5D] >gb|MBB5311836.1| formate dehydrogenase major subunit [Novosphingobium sp. R1F9B1] >gb|NMN13470.1| formate dehydrogenase major subunit [Novosphingobium sp. SG906] >gb|NYJ70066.1| formate dehydrogenase major subunit [Novosphingobium sp. R1F6D] >gb|NYJ82861.1| formate dehydrogenase major subunit [Novosphingobium sp. R1F6A],1.17.1.9
WP_088874230,953,701,1453.73,0,formate dehydrogenase subunit alpha [Nitrospirillum amazonense] >gb|ASG23755.1| formate dehydrogenase subunit alpha [Nitrospirillum amazonense CBAmc] >gb|TWB44841.1| formate dehydrogenase alpha subunit [Nitrospirillum amazonense],1.17.1.9
WP_126256091,957,697,1453.73,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. LVM 105] >gb|RTE93634.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. LVM 105],1.17.1.9
WP_212248482,957,695,1453.73,0,formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|MBR0985379.1| formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense],1.17.1.9
WP_104462762,957,692,1453.73,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. AC87j1] >gb|PPQ18699.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. AC87j1],1.17.1.9
WP_122404101,957,692,1453.73,0,formate dehydrogenase subunit alpha [Bradyrhizobium vignae] >gb|MBP0109886.1| formate dehydrogenase subunit alpha [Bradyrhizobium vignae] >emb|SPP96514.1| Formate dehydrogenase alpha subunit [Bradyrhizobium vignae],1.17.1.9
WP_166474629,957,693,1453.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium symbiodeficiens] >gb|QIO99608.1| formate dehydrogenase subunit alpha [Bradyrhizobium symbiodeficiens],1.17.1.9
WP_062787792,950,697,1453.34,0,formate dehydrogenase subunit alpha [Novosphingobium capsulatum],1.17.1.9
WP_212081366,961,694,1453.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens] >gb|MBR0811537.1| formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens],1.17.1.9
WP_008135071,957,691,1453.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. YR681] >gb|EJN13457.1| formate dehydrogenase, alpha subunit, archaeal-type [Bradyrhizobium sp. YR681],1.17.1.9
MBI5127988,948,696,1453.34,0,formate dehydrogenase subunit alpha [Rhodopseudomonas palustris],1.17.1.9
WP_183627215,944,696,1453.34,0,formate dehydrogenase subunit alpha [Novosphingobium sediminicola] >gb|MBB3956313.1| formate dehydrogenase major subunit [Novosphingobium sediminicola],1.17.1.9
WP_063195948,957,694,1453.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. AT1] >gb|KYG20953.1| formate dehydrogenase [Bradyrhizobium sp. AT1],1.17.1.9
WP_027572022,957,692,1453.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. WSM1743],1.17.1.9
WP_097668821,957,693,1453.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium ottawaense] >gb|PDT67555.1| formate dehydrogenase subunit alpha [Bradyrhizobium ottawaense],1.17.1.9
WP_057901981,957,690,1453.34,0,formate dehydrogenase subunit alpha [Bradyrhizobium valentinum] >gb|KRQ99493.1| formate dehydrogenase [Bradyrhizobium valentinum],1.17.1.9
WP_212494902,957,690,1452.96,0,formate dehydrogenase subunit alpha [Bradyrhizobium jicamae] >gb|MBR0800527.1| formate dehydrogenase subunit alpha [Bradyrhizobium jicamae],1.17.1.9
PZQ84707,951,689,1452.96,0,formate dehydrogenase subunit alpha [Starkeya novella],1.17.1.9
WP_130214214,957,691,1452.96,0,formate dehydrogenase subunit alpha [Bradyrhizobium genosp. SA-3] >gb|RZN09862.1| formate dehydrogenase subunit alpha [Bradyrhizobium genosp. SA-3],1.17.1.9
WP_092256468,961,694,1452.96,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Bradyrhizobium] >gb|MBB4379134.1| formate dehydrogenase major subunit [Bradyrhizobium sp. SBR1B] >emb|SFM97081.1| formate dehydrogenase alpha subunit [Bradyrhizobium sp. Rc3b],1.17.1.9
WP_028155556,957,690,1452.96,0,formate dehydrogenase subunit alpha [Bradyrhizobium japonicum] >gb|KGT78741.1| formate dehydrogenase [Bradyrhizobium japonicum] >gb|OSJ33317.1| formate dehydrogenase subunit alpha [Bradyrhizobium japonicum],1.17.1.9
WP_212480458,961,692,1452.96,0,formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|MBR0945831.1| formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|MBR1027358.1| formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense],1.17.1.9
WP_129143016,957,691,1452.96,0,formate dehydrogenase subunit alpha [Bradyrhizobium vignae] >gb|RXH05207.1| formate dehydrogenase subunit alpha [Bradyrhizobium vignae],1.17.1.9
WP_212429798,957,695,1452.96,0,formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense] >gb|MBR0852962.1| formate dehydrogenase subunit alpha [Bradyrhizobium liaoningense],1.17.1.9
WP_166098369,961,691,1452.96,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. 1S5] >gb|MCA0224832.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. 1S5],1.17.1.9
WP_212222518,957,690,1452.96,0,formate dehydrogenase subunit alpha [Bradyrhizobium lablabi] >gb|MBR1121995.1| formate dehydrogenase subunit alpha [Bradyrhizobium lablabi],1.17.1.9
WP_044591514,963,696,1452.96,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. LTSPM299] >gb|KJC56496.1| formate dehydrogenase [Bradyrhizobium sp. LTSPM299],1.17.1.9
MBP1801952,961,692,1452.57,0,formate dehydrogenase major subunit [Bradyrhizobium sp. OAS710],1.17.1.9
WP_094456649,955,690,1452.57,0,formate dehydrogenase subunit alpha [Niveispirillum lacus] >gb|OYQ34239.1| formate dehydrogenase subunit alpha [Niveispirillum lacus],1.17.1.9
WP_091890997,957,692,1452.57,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. Rc2d] >emb|SDI38400.1| formate dehydrogenase alpha subunit [Bradyrhizobium sp. Rc2d],1.17.1.9
WP_212094913,957,690,1452.57,0,formate dehydrogenase subunit alpha [Bradyrhizobium japonicum] >gb|MBR0743612.1| formate dehydrogenase subunit alpha [Bradyrhizobium japonicum],1.17.1.9
WP_166466353,957,693,1452.57,0,formate dehydrogenase subunit alpha [Bradyrhizobium symbiodeficiens] >gb|QIP04767.1| formate dehydrogenase subunit alpha [Bradyrhizobium symbiodeficiens],1.17.1.9
WP_151642572,961,694,1452.57,0,formate dehydrogenase subunit alpha [Bradyrhizobium betae] >gb|QFI71674.1| formate dehydrogenase subunit alpha [Bradyrhizobium betae],1.17.1.9
WP_057861244,957,690,1452.57,0,formate dehydrogenase subunit alpha [Bradyrhizobium lablabi] >gb|KRR18907.1| formate dehydrogenase [Bradyrhizobium lablabi],1.17.1.9
WP_142251394,957,693,1452.57,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. UNPF46] >gb|TQF36887.1| formate dehydrogenase [Bradyrhizobium sp. UNPF46],1.17.1.9
WP_212300434,961,691,1452.19,0,formate dehydrogenase subunit alpha [Bradyrhizobium manausense] >gb|MBR0688001.1| formate dehydrogenase subunit alpha [Bradyrhizobium manausense],1.17.1.9
WP_097662991,965,696,1452.19,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. Y36] >gb|PDT87208.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. Y36],1.17.1.9
WP_200454268,961,696,1452.19,0,formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens] >gb|QQO21127.1| formate dehydrogenase subunit alpha [Bradyrhizobium diazoefficiens],1.17.1.9
WP_188910969,947,705,1452.19,0,formate dehydrogenase subunit alpha [Aureimonas endophytica] >dbj|GGE13747.1| formate dehydrogenase subunit alpha [Aureimonas endophytica],1.17.1.9
WP_128939083,957,693,1452.19,0,formate dehydrogenase subunit alpha [Bradyrhizobium zhanjiangense] >gb|RXG96936.1| formate dehydrogenase subunit alpha [Bradyrhizobium zhanjiangense],1.17.1.9
NMN10720,950,696,1451.8,0,formate dehydrogenase major subunit [Novosphingobium sp. SG788],1.17.1.9
WP_179737438,961,693,1451.8,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Bradyrhizobium] >gb|MBB4256174.1| formate dehydrogenase major subunit [Bradyrhizobium sp. CIR3A] >gb|NYG48343.1| formate dehydrogenase major subunit [Bradyrhizobium sp. IAR9],1.17.1.9
EGY01383,959,701,1451.8,0,formate dehydrogenase, alpha subunit [Nitrospirillum amazonense Y2],1.17.1.9
OYX62016,950,692,1451.8,0,formate dehydrogenase subunit alpha [Novosphingobium sp. 32-60-15],1.17.1.9
MSO47310,960,679,1451.8,0,formate dehydrogenase subunit alpha [Thermoleophilia bacterium],1.17.1.9
WP_127710236,944,697,1451.8,0,formate dehydrogenase subunit alpha [Novosphingobium umbonatum] >gb|RVU04109.1| formate dehydrogenase subunit alpha [Novosphingobium umbonatum],1.17.1.9
WP_209597313,953,695,1451.8,0,formate dehydrogenase subunit alpha [Jiella sp. KSK16Y-1] >gb|MBP0617993.1| formate dehydrogenase subunit alpha [Jiella sp. KSK16Y-1],1.17.1.9
WP_140478154,957,694,1451.8,0,formate dehydrogenase subunit alpha [Bradyrhizobium symbiodeficiens] >gb|QDF36957.1| formate dehydrogenase subunit alpha [Bradyrhizobium symbiodeficiens],1.17.1.9
WP_183238274,961,693,1451.8,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Bradyrhizobium] >gb|MBB4366387.1| formate dehydrogenase major subunit [Bradyrhizobium sp. CIR18] >gb|MBB4392311.1| formate dehydrogenase major subunit [Bradyrhizobium sp. ERR14],1.17.1.9
WP_191325600,950,697,1451.42,0,formate dehydrogenase subunit alpha [Novosphingobium pokkalii] >dbj|GHD00372.1| formate dehydrogenase subunit alpha [Novosphingobium pokkalii],1.17.1.9
WP_124161494,957,694,1451.42,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. RP6] >gb|RQH11002.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. RP6],1.17.1.9
MBV9460848,962,690,1451.42,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp.],1.17.1.9
WP_212426842,961,691,1451.42,0,formate dehydrogenase subunit alpha [Bradyrhizobium manausense] >gb|MBR0724499.1| formate dehydrogenase subunit alpha [Bradyrhizobium manausense],1.17.1.9
WP_212028894,957,690,1451.42,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. KB893862 SZCCT0404] >gb|MBR1177551.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. KB893862 SZCCT0404],1.17.1.9
WP_018647775,957,694,1451.42,0,formate dehydrogenase subunit alpha [Bradyrhizobium huanghuaihaiense] >gb|TWI74943.1| formate dehydrogenase alpha subunit [Bradyrhizobium huanghuaihaiense],1.17.1.9
WP_227075270,944,687,1451.42,0,formate dehydrogenase subunit alpha [Acidocella sp. KAb 2-4] >gb|MCB5944431.1| formate dehydrogenase subunit alpha [Acidocella sp. KAb 2-4],1.17.1.9
WP_194463136,957,690,1451.42,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. CCBAU 53340] >gb|QOZ46501.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. CCBAU 53340],1.17.1.9
WP_107718799,950,696,1451.42,0,MULTISPECIES: formate dehydrogenase subunit alpha [unclassified Novosphingobium] >gb|PTR06018.1| formate dehydrogenase alpha subunit [Novosphingobium sp. GV055] >gb|PUA94524.1| formate dehydrogenase alpha subunit [Novosphingobium sp. GV061] >gb|PUB13061.1| formate dehydrogenase alpha subunit [Novosphingobium sp. GV079] >gb|PUB38179.1| formate dehydrogenase alpha subunit [Novosphingobium sp. GV027],1.17.1.9
WP_040845852,953,701,1451.03,0,formate dehydrogenase subunit alpha [Nitrospirillum amazonense] >gb|TWB47099.1| formate dehydrogenase alpha subunit [Nitrospirillum amazonense],1.17.1.9
WP_106950150,957,694,1451.03,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. MOS003] >gb|PSO18141.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. MOS003],1.17.1.9
WP_225715639,958,690,1451.03,0,formate dehydrogenase subunit alpha [Bradyrhizobium sp. WSM 1704] >gb|MCA6125390.1| formate dehydrogenase subunit alpha [Bradyrhizobium sp. WSM 1704],1.17.1.9
WP_054132064,950,696,1451.03,0,formate dehydrogenase subunit alpha [Novosphingobium sp. AAP1] >gb|KPF53388.1| formate dehydrogenase [Novosphingobium sp. AAP1] >gb|NOW80398.1| formate dehydrogenase major subunit [Novosphingobium sp. SG619] >gb|NOX01858.1| formate dehydrogenase major subunit [Novosphingobium sp. SG486],1.17.1.9
